item_id	level	deck_id	source_position	word	reading	meaning	hanviet	example_jp	example_vi	tags	status
N4-VOCAB-0968	N4	n4_vocab_image_42	968	食事（する）	しょくじ（する）	bữa ăn	THỰC SỰ			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0969	N4	n4_vocab_image_42	969	心配（する）	しんぱい（する）	lo lắng	TÂM PHỐI			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0970	N4	n4_vocab_image_42	970	生活（する）	せいかつ（する）	cuộc sống, sinh hoạt	SINH HOẠT			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0971	N4	n4_vocab_image_42	971	生産（する）	せいさん（する）	sản xuất	SINH SẢN			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0972	N4	n4_vocab_image_42	972	説明（する）	せつめい（する）	giải thích, hướng dẫn	THUYẾT MINH			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0973	N4	n4_vocab_image_42	973	世話（する）	せわ（する）	chăm sóc	THẾ THOẠI			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0974	N4	n4_vocab_image_42	974	洗濯（する）	せんたく（する）	giặt	TẨY TRẠC			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0975	N4	n4_vocab_image_42	975	選択（する）	せんたく（する）	lựa chọn	TUYỂN TRẠCH			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0976	N4	n4_vocab_image_42	976	相談（する）	そうだん（する）	bàn bạc, thảo luận	TƯƠNG ĐÀM			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0977	N4	n4_vocab_image_42	977	退院（する）	たいいん（する）	ra viện	THOÁI VIỆN			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0978	N4	n4_vocab_image_42	978	注意（する）	ちゅうい（する）	chú ý; nhắc nhở; để tâm (đến~)	CHÚ Ý			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
N4-VOCAB-0979	N4	n4_vocab_image_42	979	中止（する）	ちゅうし（する）	dừng, hoãn, hủy	TRUNG CHỈ			Động từ nhóm 3;source_image:42.jpg	manual_reviewed
