item_id	level	deck_id	source_position	word	reading	meaning	hanviet	example_jp	example_vi	tags	status
N4-VOCAB-0865	N4	n4_vocab_image_41	865	盗む	ぬすむ	trộm, lấy trộm	ĐẠO			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0866	N4	n4_vocab_image_41	866	塗る	ぬる	sơn, tô màu	ĐỒ			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0867	N4	n4_vocab_image_41	867	眠る	ねむる	ngủ	MIÊN			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0868	N4	n4_vocab_image_41	868	残る	のこる	sót lại, còn lại	TÀN			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0869	N4	n4_vocab_image_41	869	運ぶ	はこぶ	mang đi, vận chuyển	VẬN			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0870	N4	n4_vocab_image_41	870	走る	はしる	chạy	TẨU			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0871	N4	n4_vocab_image_41	871	働く	はたらく	làm việc	ĐỘNG			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0872	N4	n4_vocab_image_41	872	払う	はらう	trả, thanh toán	PHẤT			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0873	N4	n4_vocab_image_41	873	貼る	はる	dán	THIẾP			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0874	N4	n4_vocab_image_41	874	引く	ひく	kéo; bị (cảm); chơi (nhạc cụ)	DẪN			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0875	N4	n4_vocab_image_41	875	引っ越す	ひっこす	chuyển nhà	DẪN VIỆT			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0876	N4	n4_vocab_image_41	876	開く	ひらく	mở; tổ chức (lễ hội)	KHAI			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0877	N4	n4_vocab_image_41	877	拾う	ひろう	nhặt, nhặt lên	THẬP			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0878	N4	n4_vocab_image_41	878	太る	ふとる	béo	THÁI			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0879	N4	n4_vocab_image_41	879	踏む	ふむ	giẫm	ĐẠP			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0880	N4	n4_vocab_image_41	880	参る	まいる	đi, đến	THAM			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0881	N4	n4_vocab_image_41	881	待つ	まつ	chờ đợi	ĐÃI			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0882	N4	n4_vocab_image_41	882	間に合う	まにあう	kịp (thời gian)	GIAN HỢP			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0883	N4	n4_vocab_image_41	883	回る	まわる	quay vòng, xoay vòng	HỒI			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0884	N4	n4_vocab_image_41	884	向かう	むかう	hướng đến	HƯỚNG			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0885	N4	n4_vocab_image_41	885	迎える	むかえる	đón chào đón, tiếp đón	NGHÊNH			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0886	N4	n4_vocab_image_41	886	召し上がる	めしあがる	dùng bữa, ăn (kính ngữ)	TRIỆU THƯỢNG			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0887	N4	n4_vocab_image_41	887	申す	もうす	nói, gọi (khiêm nhường ngữ)	THÂN			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0888	N4	n4_vocab_image_41	888	戻る	もどる	quay trở về, trở lại	LỆ			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0889	N4	n4_vocab_image_41	889	もらう	もらう	nhận				Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0890	N4	n4_vocab_image_41	890	役に立つ	やくにたつ	có ích, hữu dụng cho...	DỊCH LẬP			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0891	N4	n4_vocab_image_41	891	やる	やる	làm, thực hiện				Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0892	N4	n4_vocab_image_41	892	寄る	よる	ghé qua	KÝ			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0893	N4	n4_vocab_image_41	893	喜ぶ	よろこぶ	vui mừng	HỶ			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0894	N4	n4_vocab_image_41	894	笑う	わらう	cười	TIẾU			Động từ nhóm 1;source_image:41.jpg	manual_reviewed
N4-VOCAB-0895	N4	n4_vocab_image_41	895	あげる	あげる	cho, tặng				Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0896	N4	n4_vocab_image_41	896	生きる	いきる	sống, sống sót	SINH			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0897	N4	n4_vocab_image_41	897	いじめる	いじめる	bắt nạt				Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0898	N4	n4_vocab_image_41	898	植える	うえる	trồng (cây)	THỰC			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0899	N4	n4_vocab_image_41	899	受ける	うける	nhận, tiếp thu	THỤ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0900	N4	n4_vocab_image_41	900	遅れる	おくれる	muộn, trễ	TRÌ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0901	N4	n4_vocab_image_41	901	降りる	おりる	xuống (xe)	GIÁNG			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0902	N4	n4_vocab_image_41	902	下りる	おりる	hạ xuống, đi xuống	HẠ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0903	N4	n4_vocab_image_41	903	掛ける	かける	mắc, treo lên (tường)	QUẢI			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0904	N4	n4_vocab_image_41	904	数える	かぞえる	đếm	SỔ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0905	N4	n4_vocab_image_41	905	片付ける	かたづける	dọn dẹp, sắp xếp cho ngăn nắp	PHIẾN PHÓ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0906	N4	n4_vocab_image_41	906	借りる	かりる	vay, mượn	TÁ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0907	N4	n4_vocab_image_41	907	考える	かんがえる	suy nghĩ, cân nhắc	KHẢO			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0908	N4	n4_vocab_image_41	908	聞こえる	きこえる	nghe thấy	VĂN			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0909	N4	n4_vocab_image_41	909	比べる	くらべる	so sánh	TỈ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0910	N4	n4_vocab_image_41	910	くれる	くれる	cho (mình) ~				Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0911	N4	n4_vocab_image_41	911	暮れる	くれる	lặn (mặt trời); hết (ngày, tháng)	MỘ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0912	N4	n4_vocab_image_41	912	答える	こたえる	trả lời	ĐÁP			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0913	N4	n4_vocab_image_41	913	差し上げる	さしあげる	tặng, biếu (cách nói lịch sự)	SAI THƯỢNG			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0914	N4	n4_vocab_image_41	914	知らせる	しらせる	thông báo	TRI			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0915	N4	n4_vocab_image_41	915	調べる	しらべる	điều tra, tìm hiểu	ĐIỀU			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0916	N4	n4_vocab_image_41	916	過ぎる	すぎる	quá, vượt quá	QUÁ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0917	N4	n4_vocab_image_41	917	捨てる	すてる	vứt bỏ	XẢ			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0918	N4	n4_vocab_image_41	918	育てる	そだてる	nuôi, trồng, nuôi dạy	DỤC			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0919	N4	n4_vocab_image_41	919	訪ねる	たずねる	đến thăm, thăm hỏi	PHỎNG			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0920	N4	n4_vocab_image_41	920	立てる	たてる	dựng lên, dựng đứng	LẬP			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0921	N4	n4_vocab_image_41	921	建てる	たてる	xây dựng	KIẾN			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
N4-VOCAB-0922	N4	n4_vocab_image_41	922	足りる	たりる	đủ, có đủ	TÚC			Động từ nhóm 2;source_image:41.jpg	manual_reviewed
