item_id	level	deck_id	source_position	word	reading	meaning	hanviet	example_jp	example_vi	tags	status
N4-VOCAB-0750	N4	n4_vocab_image_39	750	アイデア	アイデア	ý tưởng				Katakana;source_image:39.jpg;origin:idea	manual_reviewed
N4-VOCAB-0751	N4	n4_vocab_image_39	751	アクセサリー	アクセサリー	trang sức				Katakana;source_image:39.jpg;origin:accessory	manual_reviewed
N4-VOCAB-0752	N4	n4_vocab_image_39	752	アジア	アジア	châu Á				Katakana;source_image:39.jpg;origin:Asia	manual_reviewed
N4-VOCAB-0753	N4	n4_vocab_image_39	753	アナウンサー	アナウンサー	phát thanh viên				Katakana;source_image:39.jpg;origin:announcer	manual_reviewed
N4-VOCAB-0754	N4	n4_vocab_image_39	754	アフリカ	アフリカ	châu Phi				Katakana;source_image:39.jpg;origin:Africa	manual_reviewed
N4-VOCAB-0755	N4	n4_vocab_image_39	755	アメリカ	アメリカ	nước Mỹ				Katakana;source_image:39.jpg;origin:America	manual_reviewed
N4-VOCAB-0756	N4	n4_vocab_image_39	756	アルコール	アルコール	bia rượu, đồ có cồn				Katakana;source_image:39.jpg;origin:alcohol	manual_reviewed
N4-VOCAB-0757	N4	n4_vocab_image_39	757	アルバイト	アルバイト	việc làm thêm				Katakana;source_image:39.jpg;origin:arbeit	manual_reviewed
N4-VOCAB-0758	N4	n4_vocab_image_39	758	アンケート	アンケート	bảng điều tra				Katakana;source_image:39.jpg;origin:enquete	manual_reviewed
N4-VOCAB-0759	N4	n4_vocab_image_39	759	エスカレーター	エスカレーター	thang cuốn				Katakana;source_image:39.jpg;origin:escalator	manual_reviewed
N4-VOCAB-0760	N4	n4_vocab_image_39	760	オートバイ	オートバイ	xe phân khối lớn				Katakana;source_image:39.jpg;origin:motorcycle	manual_reviewed
N4-VOCAB-0761	N4	n4_vocab_image_39	761	ガス	ガス	gas, khí ga				Katakana;source_image:39.jpg;origin:gas	manual_reviewed
N4-VOCAB-0762	N4	n4_vocab_image_39	762	ガソリン	ガソリン	xăng, xăng dầu				Katakana;source_image:39.jpg;origin:gasoline	manual_reviewed
N4-VOCAB-0763	N4	n4_vocab_image_39	763	ガソリンスタンド	ガソリンスタンド	cây xăng, trạm xăng				Katakana;source_image:39.jpg;origin:gasoline stand	manual_reviewed
N4-VOCAB-0764	N4	n4_vocab_image_39	764	ガラス	ガラス	kính				Katakana;source_image:39.jpg;origin:glass	manual_reviewed
N4-VOCAB-0765	N4	n4_vocab_image_39	765	グラム	グラム	gram, gam				Katakana;source_image:39.jpg;origin:gram	manual_reviewed
N4-VOCAB-0766	N4	n4_vocab_image_39	766	ケーキ	ケーキ	bánh ngọt				Katakana;source_image:39.jpg;origin:cake	manual_reviewed
N4-VOCAB-0767	N4	n4_vocab_image_39	767	コピー	コピー	cóp-pi, sao chép				Katakana;source_image:39.jpg;origin:copy	manual_reviewed
N4-VOCAB-0768	N4	n4_vocab_image_39	768	コンサート	コンサート	buổi hòa nhạc				Katakana;source_image:39.jpg;origin:concert	manual_reviewed
N4-VOCAB-0769	N4	n4_vocab_image_39	769	コンピューター	コンピューター	máy tính				Katakana;source_image:39.jpg;origin:computer	manual_reviewed
N4-VOCAB-0770	N4	n4_vocab_image_39	770	サービス	サービス	khuyến mãi, dịch vụ				Katakana;source_image:39.jpg;origin:service	manual_reviewed
N4-VOCAB-0771	N4	n4_vocab_image_39	771	サイン	サイン	chữ ký				Katakana;source_image:39.jpg;origin:sign	manual_reviewed
N4-VOCAB-0772	N4	n4_vocab_image_39	772	サラダ	サラダ	sa-lát				Katakana;source_image:39.jpg;origin:salad	manual_reviewed
N4-VOCAB-0773	N4	n4_vocab_image_39	773	サンダル	サンダル	dép, xăng đan				Katakana;source_image:39.jpg;origin:sandals	manual_reviewed
N4-VOCAB-0774	N4	n4_vocab_image_39	774	サンドイッチ	サンドイッチ	bánh mì kẹp				Katakana;source_image:39.jpg;origin:sandwich	manual_reviewed
N4-VOCAB-0775	N4	n4_vocab_image_39	775	ジャム	ジャム	mứt				Katakana;source_image:39.jpg;origin:jam	manual_reviewed
N4-VOCAB-0776	N4	n4_vocab_image_39	776	スーツ	スーツ	vest, com-lê				Katakana;source_image:39.jpg;origin:suit	manual_reviewed
N4-VOCAB-0777	N4	n4_vocab_image_39	777	スーツケース	スーツケース	va li				Katakana;source_image:39.jpg;origin:suitcase	manual_reviewed
N4-VOCAB-0778	N4	n4_vocab_image_39	778	スーパー（マーケット）	スーパー（マーケット）	siêu thị				Katakana;source_image:39.jpg;origin:supermarket	manual_reviewed
N4-VOCAB-0779	N4	n4_vocab_image_39	779	スイッチ	スイッチ	công tắc				Katakana;source_image:39.jpg;origin:switch	manual_reviewed
N4-VOCAB-0780	N4	n4_vocab_image_39	780	スクリーン	スクリーン	màn hình				Katakana;source_image:39.jpg;origin:screen	manual_reviewed
N4-VOCAB-0781	N4	n4_vocab_image_39	781	スタート	スタート	bắt đầu, khởi động				Katakana;source_image:39.jpg;origin:start	manual_reviewed
N4-VOCAB-0782	N4	n4_vocab_image_39	782	ステーキ	ステーキ	bít-tết				Katakana;source_image:39.jpg;origin:steak	manual_reviewed
N4-VOCAB-0783	N4	n4_vocab_image_39	783	ステレオ	ステレオ	dàn âm thanh				Katakana;source_image:39.jpg;origin:stereo	manual_reviewed
N4-VOCAB-0784	N4	n4_vocab_image_39	784	センチ	センチ	cm, xăng-ti-mét				Katakana;source_image:39.jpg;origin:centimeter	manual_reviewed
N4-VOCAB-0785	N4	n4_vocab_image_39	785	ソフト	ソフト	mềm				Katakana;source_image:39.jpg;origin:soft	manual_reviewed
N4-VOCAB-0786	N4	n4_vocab_image_39	786	タイプ	タイプ	kiểu, loại				Katakana;source_image:39.jpg;origin:type	manual_reviewed
N4-VOCAB-0787	N4	n4_vocab_image_39	787	チェック	チェック	check, kiểm tra				Katakana;source_image:39.jpg;origin:check	manual_reviewed
N4-VOCAB-0788	N4	n4_vocab_image_39	788	チップ	チップ	mảnh vụn; tiền tip, tiền boa				Katakana;source_image:39.jpg;origin:tip	manual_reviewed
N4-VOCAB-0789	N4	n4_vocab_image_39	789	チャンス	チャンス	cơ hội				Katakana;source_image:39.jpg;origin:chance	manual_reviewed
N4-VOCAB-0790	N4	n4_vocab_image_39	790	テキスト	テキスト	văn bản; sách giáo khoa				Katakana;source_image:39.jpg;origin:textbook	manual_reviewed
N4-VOCAB-0791	N4	n4_vocab_image_39	791	テニス	テニス	tennis, quần vợt				Katakana;source_image:39.jpg;origin:tennis	manual_reviewed
N4-VOCAB-0792	N4	n4_vocab_image_39	792	パート（タイム）	パート（タイム）	việc làm thêm				Katakana;source_image:39.jpg;origin:part-time job	manual_reviewed
N4-VOCAB-0793	N4	n4_vocab_image_39	793	ビール	ビール	bia				Katakana;source_image:39.jpg;origin:beer	manual_reviewed
N4-VOCAB-0794	N4	n4_vocab_image_39	794	ビル	ビル	tòa nhà				Katakana;source_image:39.jpg;origin:building	manual_reviewed
